y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
KSA 4 7/8 07/18/33,QATAR 4 3/4 05/29/34,Short Y / Long X,1.1,42.65,-0.17,0.17,0.1626,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,KUWIB 4.136 10/09/30,Long Y / Short X,0.76,13.47,0.17,0.17,0.163,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,JORDAN 7 3/8 10/10/47,Long Y / Short X,0.61,-84.46,0.17,0.17,0.166,122,IG,HY,False,False,False
ARAMCO 5 3/8 06/02/35,QATAR 6.4 01/20/40,Long Y / Short X,1.26,7.48,0.16,0.16,0.0,122,IG,IG,False,False,False
PIFKSA 5 1/4 01/29/30,QPETRO 3.3 07/12/51,Short Y / Long X,0.61,22.82,-0.16,0.16,0.0,122,IG,IG,False,True,True
MOROC 5.95 03/08/28,OMAN 6 3/4 10/28/27,Long Y / Short X,0.96,16.43,0.16,0.16,0.0001,122,HY,IG,False,False,False
QATAR 4 1/2 04/23/28,DPWDU 4.7 09/30/49,Short Y / Long X,0.51,-37.79,-0.16,0.16,0.0014,122,IG,QUASI,False,False,False
KSA 5 5/8 01/13/35,PIFKSA 5 5/8 07/29/34,Long Y / Short X,0.7,21.35,0.16,0.16,0.0031,122,IG,IG,False,True,False
UAE 2 10/19/31,QATAR 4 03/14/29,Long Y / Short X,1.08,-16.48,0.16,0.16,0.0044,122,IG,IG,False,False,False
KSA 5 5/8 01/13/35,OMAN 7 3/8 10/28/32,Short Y / Long X,0.66,29.16,-0.16,0.16,0.0081,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,DPWDU 6.85 07/02/37,Long Y / Short X,0.33,22.12,0.16,0.16,0.0098,122,IG,QUASI,False,True,True
ARAMCO 6 3/8 06/02/55,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.78,66.67,0.16,0.16,0.0098,122,IG,IG,False,False,False
KSA 3 5/8 03/04/28,RPCUH 6 08/31/36,Short Y / Long X,0.38,18.97,-0.16,0.16,0.0202,122,IG,OTHER,False,True,True
KSA 4 3/4 01/16/30,QATAR 4.4 04/16/50,Long Y / Short X,0.66,10.84,0.16,0.16,0.0251,122,IG,IG,False,True,True
QATAR 5 3/4 01/20/42,PIFKSA 5 09/15/35,Long Y / Short X,1.19,-54.84,0.16,0.16,0.0322,122,IG,IG,False,True,True
QATAR 4 7/8 02/27/35,KUWIB 4.652 10/09/35,Short Y / Long X,0.98,-38.73,-0.16,0.16,0.0491,122,IG,IG,False,False,False
JORDAN 7 3/8 10/10/47,KSA 4 1/2 04/17/30,Short Y / Long X,1.23,234.93,-0.16,0.16,0.0537,122,HY,IG,False,True,True
DPWDU 6.85 07/02/37,ADNOCM 4 1/2 09/11/34,Long Y / Short X,1.36,14.38,0.16,0.16,0.0539,122,QUASI,IG,False,False,False
QATAR 4 1/2 04/23/28,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.48,-11.46,-0.16,0.16,0.0569,121,IG,QUASI,False,False,False
PIFKSA 5 01/29/29,QATAR 4.817 03/14/49,Long Y / Short X,0.68,23.32,0.16,0.16,0.0668,122,IG,IG,False,True,True
EGYPT 7.903 02/21/48,PIFKSA 5 1/4 01/29/30,Long Y / Short X,2.78,208.84,0.16,0.16,0.096,122,HY,IG,False,True,True
PIFKSA 5 01/29/29,JORDAN 7 1/2 01/13/29,Long Y / Short X,0.48,-2.56,0.16,0.16,0.1099,122,IG,HY,False,True,True
JORDAN 7 3/8 10/10/47,TAQAUH 4 3/4 03/09/37,Long Y / Short X,0.99,224.07,0.16,0.16,0.1204,122,HY,QUASI,False,False,False
KSA 2 1/4 02/02/33,KSA 4 5/8 10/04/47,Short Y / Long X,0.77,-23.86,-0.16,0.16,0.136,122,IG,IG,False,True,False
ISRAEL 6 1/2 11/06/31,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.35,87.51,-0.16,0.16,0.1524,122,IG,QUASI,False,False,False
JORDAN 7 3/8 10/10/47,QATAR 4.817 03/14/49,Short Y / Long X,0.93,231.18,-0.16,0.16,0.1664,122,HY,IG,False,False,False
EGYPT 7 1/2 01/31/27,KUWIB 4.016 10/09/28,Short Y / Long X,2.61,19.12,-0.16,0.16,0.1904,122,HY,IG,False,False,False
KSA 2 1/2 02/03/27,KUWIB 4.016 10/09/28,Long Y / Short X,0.94,-20.37,0.16,0.16,0.1993,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.49,36.35,-0.15,0.15,0.0,122,IG,QUASI,False,True,True
OMAN 6 3/4 01/17/48,TAQAUH 4 10/03/49,Short Y / Long X,0.84,77.07,-0.15,0.15,0.0009,121,IG,QUASI,False,False,False
TAQAUH 4 7/8 04/23/30,UAE 2 7/8 10/19/41,Long Y / Short X,1.05,-30.16,0.15,0.15,0.0012,122,QUASI,IG,False,False,False
PIFKSA 5 1/4 01/29/30,MOROC 4 12/15/50,Long Y / Short X,0.83,-65.81,0.15,0.15,0.0063,122,IG,HY,False,True,True
KSA 4 3/4 01/18/28,OMAN 6 08/01/29,Long Y / Short X,0.92,-29.97,0.15,0.15,0.0142,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,UAE 4.05 07/07/32,Long Y / Short X,0.55,45.68,0.15,0.15,0.0162,122,IG,IG,False,True,True
PIFKSA 5 01/29/29,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.7,51.92,0.15,0.15,0.0185,122,IG,IG,False,True,True
QATAR 4.817 03/14/49,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.95,16.84,-0.15,0.15,0.0197,122,IG,QUASI,False,False,False
QATAR 5.103 04/23/48,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.57,86.88,-0.15,0.15,0.029,122,IG,QUASI,False,False,False
OMAN 7 3/8 10/28/32,TAQAUH 4 7/8 04/23/30,Long Y / Short X,0.69,70.3,0.15,0.15,0.0353,122,IG,QUASI,False,False,False
KSA 5 01/16/34,KSA 5 04/17/49,Long Y / Short X,0.68,-5.66,0.15,0.15,0.0356,122,IG,IG,False,True,False
QPETRO 3 1/8 07/12/41,TAQAUH 6 1/2 10/27/36,Long Y / Short X,0.89,38.68,0.15,0.15,0.0409,122,IG,QUASI,False,False,False
KSA 5 3/8 01/13/31,KSA 2 3/4 02/03/32,Short Y / Long X,0.84,16.97,-0.15,0.15,0.0446,122,IG,IG,False,True,False
JORDAN 7 3/8 10/10/47,KUWIB 4.652 10/09/35,Long Y / Short X,1.44,197.32,0.15,0.15,0.0477,122,HY,IG,False,False,False
EGYPT 6.588 02/21/28,DPWDU 4.7 09/30/49,Short Y / Long X,1.47,-23.43,-0.15,0.15,0.0548,122,HY,QUASI,False,False,False
EGYPT 6.588 02/21/28,PIFKSA 5 09/15/35,Long Y / Short X,2.95,-159.06,0.15,0.15,0.0597,122,HY,IG,False,True,True
QATAR 3 1/4 06/02/26,OMAN 6 3/4 10/28/27,Short Y / Long X,1.76,-149.02,-0.15,0.15,0.063,122,IG,IG,False,False,False
EGYPT 8 7/8 05/29/50,QATAR 4 1/2 04/23/28,Short Y / Long X,2.71,388.29,-0.15,0.15,0.0882,122,HY,IG,False,False,False
EGYPT 7 1/2 02/16/61,DPWDU 4.7 09/30/49,Long Y / Short X,1.36,272.25,0.15,0.15,0.0987,122,HY,QUASI,False,False,False
DPWDU 6.85 07/02/37,UAE 3 1/4 10/19/61,Long Y / Short X,1.23,7.37,0.15,0.15,0.1028,122,QUASI,IG,False,False,False
PIFKSA 5 1/4 01/29/30,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.66,38.42,-0.15,0.15,0.1217,122,IG,QUASI,False,True,True
EGYPT 7 5/8 05/29/32,UAE 2 10/19/31,Long Y / Short X,2.66,237.48,0.15,0.15,0.1253,122,HY,IG,False,False,False
EGYPT 7.6003 03/01/29,ADNOCM 4 1/2 09/11/34,Long Y / Short X,1.59,82.97,0.15,0.15,0.127,122,HY,IG,False,False,False
KSA 4 3/8 04/16/29,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.76,-7.07,-0.15,0.15,0.1308,122,IG,QUASI,False,True,True
TAQAUH 4 7/8 04/23/30,QATAR 6.4 01/20/40,Long Y / Short X,1.64,-82.28,0.15,0.15,0.1464,122,QUASI,IG,False,False,False
EGYPT 7.903 02/21/48,QATAR 5 3/4 01/20/42,Long Y / Short X,2.7,233.98,0.15,0.15,0.1472,122,HY,IG,False,False,False
JORDAN 7 3/8 10/10/47,QATAR 4 5/8 05/29/29,Long Y / Short X,0.87,293.86,0.15,0.15,0.1567,122,HY,IG,False,False,False
KSA 4 3/8 04/16/29,QATAR 3 5/8 11/10/28,Long Y / Short X,0.87,34.72,0.14,0.14,0.0,105,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,KUWIB 4.136 10/09/30,Long Y / Short X,1.55,218.75,0.14,0.14,0.0006,122,HY,IG,False,False,False
PIFKSA 4 3/4 02/14/30,OMAN 6 1/4 01/25/31,Long Y / Short X,1.08,-25.2,0.14,0.14,0.0023,122,IG,IG,False,True,True
KSA 4 3/4 01/16/30,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.61,42.33,0.14,0.14,0.0045,122,IG,QUASI,False,True,True
KSA 5 1/8 01/13/28,TAQAUH 3.4 04/29/51,Short Y / Long X,0.55,-1.54,-0.14,0.14,0.0081,122,IG,QUASI,False,True,True
ADNOCM 4 1/2 09/11/34,UAE 4.951 07/07/52,Long Y / Short X,0.92,-5.44,0.14,0.14,0.0103,122,IG,IG,False,False,False
KSA 4 3/8 04/16/29,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.7,9.96,0.14,0.14,0.0136,122,IG,IG,False,True,True
KSA 4 1/2 04/17/30,ADNOCM 4 1/4 09/11/29,Short Y / Long X,0.81,27.15,-0.14,0.14,0.0138,122,IG,IG,False,True,True
ADNOCM 5 1/8 09/11/54,PIFKSA 5 09/15/35,Long Y / Short X,1.87,-95.61,0.14,0.14,0.0272,121,IG,IG,False,True,True
OMAN 6 1/4 01/25/31,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.51,56.33,-0.14,0.14,0.0291,121,IG,QUASI,False,False,False
OMAN 6 3/4 01/17/48,PIFKSA 5 3/8 01/29/54,Long Y / Short X,0.77,47.14,0.14,0.14,0.0365,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,KSA 4 1/2 04/17/30,Short Y / Long X,0.64,18.41,-0.14,0.14,0.04,122,IG,IG,False,True,False
ARAMCO 5 1/4 07/17/34,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.69,50.66,0.14,0.14,0.0476,122,IG,IG,False,False,False
EGYPT 7 1/2 01/31/27,OMAN 7 3/8 10/28/32,Long Y / Short X,2.39,-98.88,0.14,0.14,0.0543,122,HY,IG,False,False,False
EGYPT 6.588 02/21/28,KSA 4 1/2 04/17/30,Long Y / Short X,2.34,31.45,0.14,0.14,0.0604,122,HY,IG,False,True,True
EGYPT 7 1/2 01/31/27,DPWDU 6.85 07/02/37,Long Y / Short X,1.41,-20.26,0.14,0.14,0.0847,122,HY,QUASI,False,False,False
OMAN 7 01/25/51,KUWIB 4.136 10/09/30,Short Y / Long X,1.08,108.28,-0.14,0.14,0.0904,122,IG,IG,False,False,False
OMAN 6 1/4 01/25/31,TAQAUH 6 1/2 10/27/36,Long Y / Short X,0.69,49.46,0.14,0.14,0.0924,122,IG,QUASI,False,False,False
EGYPT 6.588 02/21/28,KUWIB 4.016 10/09/28,Short Y / Long X,2.56,54.62,-0.14,0.14,0.0974,122,HY,IG,False,False,False
PIFKSA 4 3/4 02/14/30,QPETRO 3.3 07/12/51,Long Y / Short X,0.73,3.54,0.14,0.14,0.1059,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,KSA 3 5/8 03/04/28,Long Y / Short X,2.81,297.65,0.14,0.14,0.1437,122,HY,IG,False,True,True
ISRAEL 6 1/2 11/06/31,UAE 4.951 07/07/52,Short Y / Long X,0.39,68.51,-0.14,0.14,0.1451,122,IG,IG,False,False,False
EGYPT 8.7002 03/01/49,TAQAUH 6 1/2 10/27/36,Long Y / Short X,1.6,350.24,0.14,0.14,0.1509,122,HY,QUASI,False,False,False
EGYPT 8.7002 03/01/49,QPETRO 3.3 07/12/51,Short Y / Long X,1.72,278.4,-0.14,0.14,0.159,122,HY,IG,False,False,False
KSA 4 3/8 04/16/29,QATAR 6.4 01/20/40,Short Y / Long X,1.12,-27.83,-0.14,0.14,0.1666,122,IG,IG,False,True,True
EGYPT 8 1/2 01/31/47,TAQAUH 6 1/2 10/27/36,Long Y / Short X,1.67,338.31,0.14,0.14,0.1937,122,HY,QUASI,False,False,False
EGYPT 8 5/8 02/04/30,EGYPT 6.588 02/21/28,Long Y / Short X,1.23,-0.97,0.14,0.14,0.1937,122,HY,HY,False,False,False
ARAMCO 5 3/8 06/02/35,KSA 4 3/4 01/16/30,Long Y / Short X,1.08,36.44,0.14,0.14,0.1966,122,IG,IG,False,True,True
EGYPT 8 1/2 01/31/47,KSA 4 1/2 04/17/30,Long Y / Short X,2.46,303.06,0.14,0.14,0.1987,122,HY,IG,False,True,True
ARAMCO 6 3/8 06/02/55,PIFKSA 5 1/4 01/29/34,Short Y / Long X,1.02,71.6,-0.13,0.13,0.0001,122,IG,IG,False,True,True
KSA 5 5/8 01/13/35,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.48,73.22,-0.13,0.13,0.0002,122,IG,QUASI,False,True,True
OMAN 7 01/25/51,ADNOCM 4 1/2 09/11/34,Short Y / Long X,0.68,121.77,-0.13,0.13,0.0031,122,IG,IG,False,False,False
EGYPT 7 1/2 01/31/27,PIFKSA 5 5/8 07/29/34,Long Y / Short X,2.94,-177.46,0.13,0.13,0.0036,122,HY,IG,False,True,True
PIFKSA 4 3/4 02/14/30,OMAN 6 08/01/29,Short Y / Long X,1.29,-43.31,-0.13,0.13,0.0058,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,TAQAUH 4 10/03/49,Short Y / Long X,0.53,1.2,-0.13,0.13,0.006,121,IG,QUASI,False,True,True
JORDAN 7 3/8 10/10/47,QATAR 4 1/2 04/23/28,Short Y / Long X,1.29,276.31,-0.13,0.13,0.0103,122,HY,IG,False,False,False
PIFKSA 5 01/29/29,OMAN 6 08/01/29,Short Y / Long X,1.04,-17.97,-0.13,0.13,0.0104,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,QATAR 3 5/8 11/10/28,Long Y / Short X,0.63,38.16,0.13,0.13,0.014,105,IG,IG,False,True,True
KSA 3 1/4 10/22/30,TAQAUH 4 3/8 10/09/31,Long Y / Short X,0.75,17.31,0.13,0.13,0.0233,97,IG,QUASI,False,True,True
PIFKSA 5 1/4 01/29/34,PIFKSA 5 1/4 10/13/32,Short Y / Long X,0.92,17.01,-0.13,0.13,0.0234,122,IG,IG,False,True,False
JORDAN 7 3/8 10/10/47,PIFKSA 5 1/4 01/29/30,Short Y / Long X,1.35,194.37,-0.13,0.13,0.0309,122,HY,IG,False,True,True
EGYPT 7 1/2 01/31/27,KSA 4 3/8 04/16/29,Long Y / Short X,2.93,-44.36,0.13,0.13,0.038,122,HY,IG,False,True,True
KSA 5 5/8 01/13/35,UAE 2 7/8 10/19/41,Short Y / Long X,0.52,57.37,-0.13,0.13,0.0398,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,QPETRO 2 1/4 07/12/31,Long Y / Short X,0.95,47.27,0.13,0.13,0.0422,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,QPETRO 2 1/4 07/12/31,Short Y / Long X,0.74,44.93,-0.13,0.13,0.0457,122,IG,IG,False,True,True
EGYPT 5.8 09/30/27,QATAR 9 3/4 06/15/30,Short Y / Long X,2.07,102.02,-0.13,0.13,0.0462,122,HY,IG,False,False,False
EGYPT 7 1/2 01/31/27,UAE 4.917 09/25/33,Long Y / Short X,2.15,90.73,0.13,0.13,0.0595,122,HY,IG,False,False,False
JORDAN 7 3/8 10/10/47,TAQAUH 4 3/8 06/22/26,Short Y / Long X,0.46,316.89,-0.13,0.13,0.0615,122,HY,QUASI,False,False,False
EGYPT 7.3 09/30/33,QPETRO 3 1/8 07/12/41,Short Y / Long X,2.54,42.03,-0.13,0.13,0.0747,122,HY,IG,False,False,False
TAQAUH 4 7/8 04/23/30,QATAR 5 3/4 01/20/42,Long Y / Short X,1.27,-50.61,0.13,0.13,0.0756,122,QUASI,IG,False,False,False
MOROC 4 12/15/50,TAQAUH 4 3/8 06/22/26,Long Y / Short X,0.35,192.6,0.13,0.13,0.0849,122,HY,QUASI,False,False,False
PIFKSA 5 01/29/29,DPWDU 4.7 09/30/49,Short Y / Long X,0.5,16.38,-0.13,0.13,0.0867,122,IG,QUASI,False,True,True
PIFKSA 5 1/4 01/29/30,MOROC 6 1/2 09/08/33,Short Y / Long X,1.02,-51.45,-0.13,0.13,0.0891,122,IG,HY,False,True,True
EGYPT 8 7/8 05/29/50,TAQAUH 6 1/2 10/27/36,Short Y / Long X,1.76,338.14,-0.13,0.13,0.094,122,HY,QUASI,False,False,False
QATAR 4 03/14/29,QATAR 4 5/8 05/29/29,Short Y / Long X,0.85,10.47,-0.13,0.13,0.0963,122,IG,IG,False,False,False
EGYPT 7.0529 01/15/32,ADNOCM 4 1/4 09/11/29,Short Y / Long X,2.83,134.74,-0.13,0.13,0.1011,122,HY,IG,False,False,False
ARAMCO 5 1/4 07/17/34,KSA 4 3/8 04/16/29,Long Y / Short X,0.95,43.63,0.13,0.13,0.1086,122,IG,IG,False,True,True
ARAMCO 5 3/8 06/02/35,QATAR 4 1/2 04/23/28,Short Y / Long X,1.02,80.77,-0.13,0.13,0.1144,122,IG,IG,False,False,False
EGYPT 7.6003 03/01/29,KSA 4 1/2 04/17/30,Short Y / Long X,2.12,66.75,-0.13,0.13,0.1179,122,HY,IG,False,True,True
EGYPT 8 3/4 09/30/51,QPETRO 3 1/8 07/12/41,Short Y / Long X,2.06,250.25,-0.13,0.13,0.1216,122,HY,IG,False,False,False
ARAMCO 2 1/4 11/24/30,MOROC 3 12/15/32,Long Y / Short X,1.27,-89.33,0.13,0.13,0.1267,122,IG,HY,False,False,False
ARAMCO 5 1/4 07/17/34,KUWIB 4.136 10/09/30,Long Y / Short X,1.06,38.95,0.13,0.13,0.1341,122,IG,IG,False,False,False
ARAMCO 4 1/4 04/16/39,EGYPT 6.588 02/21/28,Long Y / Short X,0.32,62.42,0.13,0.13,0.1804,122,IG,HY,False,False,False
KSA 4 3/8 04/16/29,QATAR 3 3/4 04/16/30,Long Y / Short X,0.76,39.09,0.12,0.12,0.0002,122,IG,IG,False,True,True
JORDAN 7 3/8 10/10/47,SWEHAN 3 5/8 01/31/49,Short Y / Long X,0.65,248.12,-0.12,0.12,0.0003,122,HY,OTHER,False,False,False
PIFKSA 5 01/29/29,QATAR 4 1/2 04/23/28,Long Y / Short X,0.95,55.54,0.12,0.12,0.0004,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,UAE 4.951 07/07/52,Long Y / Short X,0.48,15.58,0.12,0.12,0.0027,122,IG,IG,False,True,True
KSA 5 1/8 01/13/28,PIFKSA 5 09/15/35,Short Y / Long X,0.81,-33.82,-0.12,0.12,0.0048,122,IG,IG,False,True,False
KSA 5 1/8 01/13/28,QATAR 3 3/4 04/16/30,Long Y / Short X,0.55,41.2,0.12,0.12,0.0052,122,IG,IG,False,True,True
KSA 5 5/8 01/13/35,UAE 4.917 09/25/33,Short Y / Long X,0.56,83.16,-0.12,0.12,0.0147,122,IG,IG,False,True,True
QATAR 4 5/8 06/02/46,DPWDU 5 1/4 12/24/29,Long Y / Short X,0.68,28.99,0.12,0.12,0.0153,121,IG,QUASI,False,False,False
EGYPT 7 1/2 01/31/27,TAQAUH 4 3/8 01/24/29,Short Y / Long X,2.15,37.43,-0.12,0.12,0.0177,122,HY,QUASI,False,False,False
ARAMCO 5 3/8 06/02/35,TAQAUH 3.4 04/29/51,Long Y / Short X,0.8,22.89,0.12,0.12,0.0245,122,IG,QUASI,False,False,False
ARAMCO 5 3/8 06/02/35,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.47,64.41,0.12,0.12,0.0285,122,IG,OTHER,False,False,False
EGYPT 7 1/2 01/31/27,SWEHAN 3 5/8 01/31/49,Short Y / Long X,1.5,-15.06,-0.12,0.12,0.0309,122,HY,OTHER,False,False,False
QATAR 4 1/2 04/23/28,QATAR 4 5/8 06/02/46,Short Y / Long X,0.66,-26.63,-0.12,0.12,0.0329,122,IG,IG,False,False,False
ARAMCO 5 1/4 07/17/34,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.63,75.5,-0.12,0.12,0.037,122,IG,QUASI,False,False,False
OMAN 6 1/2 03/08/47,PIFKSA 5 1/4 01/29/30,Long Y / Short X,0.99,78.08,0.12,0.12,0.0403,122,IG,IG,False,True,True
EGYPT 7 1/2 01/31/27,PIFKSA 4 3/4 02/14/30,Short Y / Long X,2.37,-53.15,-0.12,0.12,0.0459,122,HY,IG,False,True,True
RPCUH 6 08/31/36,TAQAUH 4 3/8 06/22/26,Long Y / Short X,0.96,97.17,0.12,0.12,0.0511,122,OTHER,QUASI,False,False,False
KSA 5 3/4 01/16/54,KSA 4 1/2 10/26/46,Long Y / Short X,0.9,30.57,0.12,0.12,0.0526,122,IG,IG,False,True,False
EGYPT 7 5/8 05/29/32,EGYPT 6.588 02/21/28,Short Y / Long X,1.28,59.71,-0.12,0.12,0.0542,122,HY,HY,False,False,False
PIFKSA 5 01/29/29,MOROC 6 1/2 09/08/33,Long Y / Short X,0.95,-46.19,0.12,0.12,0.0549,122,IG,HY,False,True,True
QATAR 3 3/4 04/16/30,TAQAUH 3.4 04/29/51,Short Y / Long X,0.91,-65.51,-0.12,0.12,0.0728,122,IG,QUASI,False,False,False
OMAN 7 01/25/51,PIFKSA 5 5/8 07/29/34,Long Y / Short X,0.86,82.84,0.12,0.12,0.074,122,IG,IG,False,True,True
TAQAUH 4 3/8 10/09/31,QPETRO 3.3 07/12/51,Short Y / Long X,0.86,-28.07,-0.12,0.12,0.0781,122,QUASI,IG,False,False,False
QATAR 3 3/4 04/16/30,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.98,-57.88,-0.12,0.12,0.0927,122,IG,QUASI,False,False,False
EGYPT 6 7/8 04/30/40,QPETRO 3 1/8 07/12/41,Short Y / Long X,2.49,77.96,-0.12,0.12,0.1009,122,HY,IG,False,False,False
DPWDU 5 5/8 09/25/48,QATAR 4 5/8 06/02/46,Short Y / Long X,1.33,21.88,-0.12,0.12,0.1085,122,QUASI,IG,False,False,False
OMAN 7 3/8 10/28/32,MOROC 4 12/15/50,Short Y / Long X,0.92,-69.28,-0.12,0.12,0.1094,122,IG,HY,False,False,False
QATAR 4 7/8 02/27/35,KUWIB 4.136 10/09/30,Short Y / Long X,1.07,-24.71,-0.12,0.12,0.1109,122,IG,IG,False,False,False
EGYPT 7.903 02/21/48,QPETRO 3.3 07/12/51,Long Y / Short X,1.68,274.92,0.12,0.12,0.1365,122,HY,IG,False,False,False
EGYPT 7 1/2 02/16/61,JORDAN 5.85 07/07/30,Long Y / Short X,2.11,34.76,0.12,0.12,0.1493,122,HY,HY,False,False,False
MOROC 6 1/2 09/08/33,MOROC 5 1/2 12/11/42,Short Y / Long X,0.86,-10.03,-0.12,0.12,0.1528,122,HY,HY,False,False,False
DPWDU 6.85 07/02/37,MOROC 4 12/15/50,Short Y / Long X,1.57,-175.17,-0.12,0.12,0.1556,122,QUASI,HY,False,False,False
EGYPT 7.0529 01/15/32,QATAR 5.103 04/23/48,Short Y / Long X,2.51,48.27,-0.12,0.12,0.1586,122,HY,IG,False,False,False
EGYPT 8.7002 03/01/49,QATAR 5 3/4 01/20/42,Short Y / Long X,2.79,234.05,-0.12,0.12,0.1733,122,HY,IG,False,False,False
EGYPT 8 3/4 09/30/51,ARAMCO 3 1/2 04/16/29,Short Y / Long X,1.58,383.31,-0.12,0.12,0.1907,122,HY,IG,False,False,False
EGYPT 7 1/2 01/31/27,EGYPT 7 5/8 05/29/32,Long Y / Short X,0.75,-67.33,0.12,0.12,0.1967,122,HY,HY,False,False,False
UAE 2 10/19/31,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.56,-35.15,0.12,0.12,0.1974,122,IG,OTHER,False,False,False
ARAMCO 5 7/8 07/17/64,KSA 4 7/8 07/18/33,Short Y / Long X,1.43,59.42,-0.11,0.11,0.0,122,IG,IG,False,True,True
EGYPT 7 1/2 02/16/61,EGYPT 9.45 02/04/33,Short Y / Long X,0.82,199.97,-0.11,0.11,0.001,122,HY,HY,False,False,False
KSA 5 1/8 01/13/28,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.51,20.48,0.11,0.11,0.0014,122,IG,IG,False,True,True
OMAN 6 08/01/29,MOROC 3 12/15/32,Short Y / Long X,0.9,-21.57,-0.11,0.11,0.0021,122,IG,HY,False,False,False
OMAN 6 1/2 03/08/47,TAQAUH 4 3/8 01/24/29,Long Y / Short X,0.7,133.05,0.11,0.11,0.0023,122,IG,QUASI,False,False,False
JORDAN 7 3/8 10/10/47,QATAR 5 3/4 01/20/42,Short Y / Long X,1.27,210.82,-0.11,0.11,0.0024,122,HY,IG,False,False,False
UAE 4.951 07/07/52,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.92,46.51,-0.11,0.11,0.0033,122,IG,QUASI,False,False,False
EGYPT 7 1/2 01/31/27,ARAMCO 4 1/4 04/16/39,Long Y / Short X,2.52,-143.61,0.11,0.11,0.0083,122,HY,IG,False,False,False
PIFKSA 5 10/13/27,RPCUH 6 08/31/36,Long Y / Short X,0.3,41.03,0.11,0.11,0.0105,122,IG,OTHER,False,True,True
KSA 4 7/8 07/18/33,ARAMCO 3 1/4 11/24/50,Short Y / Long X,0.57,8.75,-0.11,0.11,0.0174,122,IG,IG,False,True,True
KSA 4 3/4 01/18/28,RPCUH 6 08/31/36,Long Y / Short X,0.32,29.45,0.11,0.11,0.0178,122,IG,OTHER,False,True,True
TAQAUH 3.4 04/29/51,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.58,53.08,0.11,0.11,0.0216,122,QUASI,OTHER,False,False,False
EGYPT 6.588 02/21/28,QATAR 5 3/4 01/20/42,Long Y / Short X,2.54,-27.49,0.11,0.11,0.0224,122,HY,IG,False,False,False
EGYPT 6.588 02/21/28,QPETRO 3 1/8 07/12/41,Short Y / Long X,2.05,-40.48,-0.11,0.11,0.0245,122,HY,IG,False,False,False
UAE 2 10/19/31,QATAR 5 3/4 01/20/42,Long Y / Short X,1.13,-70.34,0.11,0.11,0.0372,122,IG,IG,False,False,False
MOROC 6 1/2 09/08/33,QATAR 4 1/2 02/27/28,Short Y / Long X,0.55,132.26,-0.11,0.11,0.0376,122,HY,IG,False,False,False
ARAMCO 6 3/8 06/02/55,QATAR 9 3/4 06/15/30,Short Y / Long X,0.96,146.75,-0.11,0.11,0.038,122,IG,IG,False,False,False
QATAR 3 3/4 04/16/30,ADNOCM 4 1/2 09/11/34,Long Y / Short X,0.89,-34.96,0.11,0.11,0.0505,122,IG,IG,False,False,False
OMAN 7 01/25/51,QATAR 3 3/4 04/16/30,Long Y / Short X,0.66,154.85,0.11,0.11,0.0597,122,IG,IG,False,False,False
PIFKSA 5 01/29/29,RPCUH 6 08/31/36,Short Y / Long X,0.36,49.18,-0.11,0.11,0.0636,122,IG,OTHER,False,True,True
EGYPT 5 7/8 02/16/31,QPETRO 3.3 07/12/51,Short Y / Long X,2.25,-5.26,-0.11,0.11,0.0652,122,HY,IG,False,False,False
